2017-05-28T21:33:46Z	Alison	music-the-turtles	1
2017-05-28T21:59:28Z	alison	music-mariah-carey	1
2017-05-28T22:01:36Z	alison	music-the-beatles	1
2017-05-28T22:07:24Z	alison	music-mariah-carey	1
2017-05-28T22:08:35Z	alison	music-calvin-harris	1
2017-05-28T22:21:20Z	alison	music-calvin-harris	1
2017-05-28T22:23:22Z	alison	music-calvin-harris	1
2017-05-28T22:24:56Z	alison	music-calvin-harris	1
2017-05-28T22:28:23Z	alison	music-armin-van-buuren	1
2017-05-28T22:31:26Z	alison	music-armin-van-buuren	1
2017-05-28T22:32:44Z	alison	music-armin-van-buuren	1
2017-05-28T22:35:33Z	alison	music-armin-van-buuren	1
2017-05-28T22:37:28Z	alison	music-calvin-harris	1
2017-05-28T22:39:10Z	alison	music-calvin-harris	1
2017-05-28T22:42:04Z	alison	music-calvin-harris	1
2017-05-28T22:45:11Z	alison	music-calvin-harris	1
2017-05-28T22:49:20Z	alison	music-calvin-harris	1
2017-05-28T22:50:21Z	alison	music-calvin-harris	1
2017-05-28T22:53:13Z	alison	music-calvin-harris	1
2017-05-28T22:59:03Z	alison	music-calvin-harris	1
2017-05-28T23:00:12Z	alison	music-calvin-harris	1
2017-05-28T23:01:45Z	alison	music-calvin-harris	1
2017-05-28T23:09:38Z	alison	music-armin-van-buuren	1
2017-05-29T00:17:31Z	alison	music-the-rolling-stones	1
2017-05-29T00:18:10Z	alison	music-band-of-horses	1
2017-05-29T00:30:40Z	alison	music-fleet-foxes	1
2017-05-29T02:16:00Z	alison	music-green-day	1
2017-05-29T02:21:01Z	alison	music-mozart	1
2017-05-29T02:35:45Z	alison	music-no-doubt	1
2017-05-29T02:35:57Z	alison	music-gwen-stefani	1
2017-05-29T02:37:40Z	alison	music-armin-van-buuren	1
2017-05-29T02:55:33Z	alison	music-mariah-carey	1
2017-05-29T02:57:40Z	alison	music-mariah-carey	1
2017-05-29T03:00:46Z	alison	music-mozart	1
2017-05-29T03:05:10Z	alison	music-katy-perry	1
2017-05-29T03:05:25Z	alison	music-the-rembrandts	1
2017-05-29T03:06:37Z	alison	music-david-bowie	1
2017-05-29T03:08:15Z	alison	music-the-turtles	1
2017-05-29T03:09:48Z	alison	music-mariah-carey	1
2017-05-29T03:11:43Z	alison	music-joan-jett	1
2017-05-29T03:13:01Z	alison	music-mariah-carey	1
2017-05-29T03:18:27Z	alison	music-green-day	1
2017-05-29T03:23:23Z	alison	music-green-day	1
2017-05-29T03:24:23Z	alison	music-green-day	1
2017-05-29T03:25:33Z	alison	music-green-day	1
2017-05-29T03:34:40Z	alison	music-green-day	12017-05-29T03:42:20Z	alison	music-green-day	12017-05-29T03:43:44Z	alison	music-mariah-carey	12017-05-29T03:44:57Z	alison	music-mariah-carey	12017-05-29T03:47:48Z	alison	music-mariah-carey	12017-05-29T03:48:45Z	alison	music-mariah-carey	12017-05-29T03:56:51Z	alison	music-green-day	12017-05-29T03:57:52Z	alison	music-mariah-carey	1
2017-05-29T04:14:33Z	alison	music-the-killers	1
2017-05-29T04:27:14Z	alison	music-music	1
2017-05-29T04:28:29Z	alison	music-britney-spears	1